Notice Link,Date Received,Employees,Closure or Layoff?,Closure/Layoff,Trade,County/Counties,Affected Occupation,Location,Workforce Area,Union,Region,SIC,Notice URL,Source,NAICS/SIC,Company Address,Company Name,Company Contact,Local Area,County,NAICS,NAFTA/Trade,Congressional ,Projected Date,County: Local  Name,Affected Occupations,NEG,Comments,Projected Dates,NAICS Code,Industry
WARN,2017-12-13 00:00:00,119.0,Closure,,TBD,,,,,,Cumberlands,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lu7/q5951TA7CPN0kuwgWbvRr1.G2AY8oiIIhukcRpdVS9s,,,,Clarcor Air Filtration-Campbellsville,,,,,,,2018-02-12 00:00:00,Taylor,,,,,2812-11-06 00:00:00,
WARN,2017-11-07 00:00:00,88.0,Closure,,TBD,,,,,,Bluegrass,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lqe/_leAkA8exC4oWAbCUfJIaouA3g.sU.0aQFr699JTcQM,,,,Scott Archery,,,,,,,2018-01-10 00:00:00,Powell,,,,,2830-08-31 00:00:00,
WARN,2017-10-31 00:00:00,13.0,Closure,,No,,,,,,Northern Kentucky,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lq0/DCCl4_25wzFXSuX1PTQWMGAKT70YTfWCEM3jq.fI.84,,,,Arriva Medical LLC,,,,,,,2017-12-31 00:00:00,Boone,,,,,3059-05-13 00:00:00,
WARN,2017-10-30 00:00:00,34.0,Layoff,,No,,,,,,Bluegrass,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lpg/MRpS4x8AYZq6ZYtFpuwhspdGWbs67nNTWdYiMNXp5OQ,,,,Baptist Health Plan Inc-Lexington,,,,,,,2017-12-29 00:00:00,Fayette,,,,,3602-12-21 00:00:00,
WARN,2017-10-11 00:00:00,12.0,Layoff,,TBD,,,,,,Green River,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lo9/j2UGA7uTzlHx9_pNG0hY8JWcEZMkGkzB8BJ4sk069v8,,,,Armstrong Coal Prep & Dock Facility,,,,,,,2017-12-08 00:00:00,Ohio,,,,,2753-02-28 00:00:00,
WARN,2017-10-11 00:00:00,61.0,Layoff,,TBD,,,,,,Green River,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t00000004Lo4/hix8plnF48fQ32NyPDv74.NxRxgGzczVNbAf9Lrd0w4,,,,Equality  Boot Surface Mine,,,,,,,2017-12-08 00:00:00,Ohio,,,,,2480-09-25 00:00:00,
WARN,2017-08-17 00:00:00,0.0,Layoff,,TBD,,,,,,Western Kentucky,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Xkty/MCg0JmZXgkCibiCWZQLUIizLrfo9W9GUuJRUGE9HeMU,,,,LATA SHARP REMEDIATION SERVICES LLC,,,,,,,2017-10-19 00:00:00,McCracken,,,,,3439-01-03 00:00:00,
WARN,2017-08-02 00:00:00,217.0,Closure,,No,,,,,,EKCEP,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Xksb/2WvXeeFqSATezBCzP5RPgt7MNnzaWwCIc.2JoMyzA74,,,,Booth Energy,,,,,,,2017-09-30 00:00:00,Martin,,,,,1900-01-01 00:00:00,
WARN,2017-07-18 00:00:00,73.0,Closure,,No,,,,,,Bluegrass,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t000000002dJ/GFnHAsmw5QyDTGIZ_gPxJo7z8osgLpY1WI57ofs7WfI,,,,Kmart 04232-Lexington,,,,,,,2017-09-24 00:00:00,Fayette,,,,,2023-10-12 00:00:00,
WARN,2017-07-18 00:00:00,68.0,Closure,,TBD,,,,,,Green River,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t000000002dO/L3nCtOVv91fLZUC0NviltK_nN02lRfpTDkLONnGHoag,,,,"Engineered Plastic Components, Inc.",,,,,,,2017-10-18 00:00:00,Daviess,,,,,2812-05-26 00:00:00,
WARN,2017-07-10 00:00:00,111.0,Closure,,TBD,,,,,,Green River,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000GzsM/z1azCQ0svP93YEsc6AqZePPBALgpqAStq7YUbqTo2WM,,,,BIMBO BAKERIES USA INC,,,,,,,2017-09-08 00:00:00,Daviess,,,,,2753-09-15 00:00:00,
WARN,2017-06-28 00:00:00,54.0,Closure,,Yes,,,,,,Bluegrass,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Gzrd/A7.hQ6Hy7U1MPlP6gSadv.hFhxyOmfBCkHXJ_NKy8V4,,,,LEDVANCE LLC-Winchester,,,,,,,2017-09-01 00:00:00,Clark,,,,,1991-09-30 00:00:00,
WARN,2017-05-24 00:00:00,56.0,Layoff,,No,,,,,,Bluegrass,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Gzo5/JJ8C20FiHSrRwxpkoHGOu0ir6VQ8CmYnBddwG.tYN8w,,,,"CHARTER COMMUNICATIONS, INC.",,,,,,,2017-07-17 00:00:00,Fayette,,,,,3317-12-27 00:00:00,
WARN,2017-05-05 00:00:00,309.0,Closure,,TBD,,,,,,Northern Kentucky,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Gzmn/MpwG03C8ZPVSdQc2VM6ANd6E3Jx.oOcxutQWDhPl6.4,,,,Itron Inc.,,,,,,,2017-12-31 00:00:00,Owen,,,,,2552-03-21 00:00:00,
WARN,2017-04-27 00:00:00,127.0,Closure,,Yes,,,,,,Bluegrass,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj4G/Pd88xKaNMaze.WzDXC78gQd1k.ToevkBqP_jjMhOd7E,,,,General Electric Company- Lexington Lamp Plant,,,,,,,2017-06-23 00:00:00,Fayette,,,,,2817-06-30 00:00:00,
WARN,2017-04-20 00:00:00,76.0,Closure,,TBD,,,,,,Western Kentucky,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3m/Soz3ZtjHkwp0E_DMHtIA1Ldgs1BoF_KgClpn9CfuhoQ,,,,AmerisourceBergen Drug Corporation,,,,,,,2017-06-30 00:00:00,McCracken,,,,,2790-12-11 00:00:00,
WARN,2017-04-07 00:00:00,105.0,Closure,,No,,,,,,Kentuckiana Works,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3N/SVm6dOds_DiPOtCgQXMw5UF.fjnnOIr.Wm9XZl3XIzY,,,,Ann Taylor Distribution Services,,,,,,,2017-06-09 00:00:00,Jefferson County - Louisville,,,,,2022-09-08 00:00:00,
WARN,2017-04-07 00:00:00,82.0,Layoff,,TBD,,,,,,EKCEP,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3S/D6dwTfGCXLeZyrQv41SGfDA56JeupBJLNDyT2cGdZkk,,,,"Benore Logistic Systems, Inc.",,,,,,,2017-04-23 00:00:00,Knox,,,,,3250-01-31 00:00:00,
WARN,2017-04-04 00:00:00,9.0,Closure,,No,,,,,,Kentuckiana Works,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3I/fwGONaqlH6v4.sMHw4v1RciOCoCZ1fb8_G3r8h9._0I,,,,Dollar Express Louisville(2),,,,,,,2017-06-30 00:00:00,Jefferson County - Louisville,,,,,2023-11-01 00:00:00,
WARN,2017-04-04 00:00:00,11.0,Closure,,No,,,,,,Northern Kentucky,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj38/4iAFdmFsi1bHjcmJEV9xZg7QKesDxAMzx9Zat5tRZyc,,,,Dollar Express-Covington,,,,,,,2017-06-30 00:00:00,Kenton,,,,,2023-11-01 00:00:00,
WARN,2017-04-04 00:00:00,9.0,Closure,,No,,,,,,Kentuckiana Works,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj3D/PGjPy.FF_ZtywXGcLy14eFxD40DyxSvYTuhMzbDgrbo,,,,Dollar Express Louisville(1),,,,,,,2017-06-30 00:00:00,Jefferson County - Louisville,,,,,2023-11-01 00:00:00,
WARN,2017-04-03 00:00:00,63.0,Closure,,Yes,,,,,,Cumberlands,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj2t/nbJvXzjrwhlDyJ2SRVmohvRnwWb3UKUxIXm0oiZ7Xxw,,,,General Electric Company Somerset Glass Plant Lighting,,,,,,,2017-05-26 00:00:00,Pulaski,,,,,2817-06-30 00:00:00,
WARN,2017-04-03 00:00:00,36.0,Closure,,TBD,,,,,,Northern Kentucky,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Vj33/uFfgdP3MOo5EcvaSLqdcCOCxAtVyHnfWenMxXzPdRpY,,,,Kelly Services-Kenton Co,,,,,,,2017-06-02 00:00:00,Kenton,,,,,3436-11-02 00:00:00,
WARN,2017-03-10 00:00:00,,Layoff,,TBD,,,,,,Kentuckiana Works,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Pht5/7kxuhfvOvM47dj9IQwOJmuZ6jd72EOrKhugLF1oZrC0,,,,Sypris Technologies,,,,,,,2017-05-10 00:00:00,Jefferson County - Louisville,,,,,2820-12-31 00:00:00,
WARN,2017-02-13 00:00:00,62.0,Layoff,,TBD,,,,,,EKCEP,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000PhqG/ZlkbXgsUjmUGF51bkxPJVQup3hL2okLQjud67KO53XU,,,,Conduent Incorporated,,,,,,,2017-04-12 00:00:00,Knox,,,,,3318-10-22 00:00:00,
WARN,2017-02-13 00:00:00,70.0,Closure,,TBD,,,,,,Kentuckiana Works,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Phri/PIyOGsRutY5ENu0CMmJgwV2juPHUJ1RRWpHYW.ARBXw,,,,Nasty Gal Inc,,,,,,,2017-04-10 00:00:00,Bullitt,,,,,3250-01-31 00:00:00,
WARN,2017-01-31 00:00:00,1.0,Layoff,,No,,,,,,South Central,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Phs7/dXhuneZsqP8bQvsFDwm0sA3SBwOUm3tjXdFLuzOZ2fw,,,,Penske Vehicle Services Inc.,,,,,,,2017-04-01 00:00:00,Warren,,,,,3356-11-21 00:00:00,
WARN,2017-01-25 00:00:00,88.0,Closure,,No,,,,,,Kentuckiana Works,,https://kydev.my.salesforce.com/sfc/p/t00000004X3h/a/t0000000Phph/y4NCZd2IjP2vMN6ehzWBWI8BBVQAhG3oJoL9AChqxes,,,,ZOO PRINTING,,,,,,,2017-06-30 00:00:00,Jefferson County - Louisville,,,,,2784-08-23 00:00:00,
,1998-11-18 00:00:00,104,,Layoff,,Knox,,"Corbin, KY",,,,,,,,,National-Standard Company,,,,,,,,,,,,,,
,1998-11-16 00:00:00,146,,Closure,,Monroe,,"Tompkinsville, KY",,,,,,,,,Red Kap Industries,,,,,,,,,,,,,,
,1998-11-13 00:00:00,151,,Closure,,Martin,,,,,,,,,,,"Bizwill, Inc. (Martiki Coal)",,,,,,,,,,,,,,
,1998-11-12 00:00:00,171,,Layoff,,,,"Vanceburg, KY",,,,,,,,,"Nine West Group, Inc.",,,,,,,,,,,,,,
,1998-11-12 00:00:00,79,,Closure,,Fayette,,"Lexington, KY",,,,,,,,,"Harley Hotels, Inc.",,,,,,,,,,,,,,
,1998-11-08 00:00:00,167 -                  197,,Closure,,"Metcalfe, Monroe",,,,,,,,,,,Kentucky Apparel                              Summer Shade Plant                        Fountain Run Plant,,,,,,,,,,,,,,
,1998-11-05 00:00:00,162,,Closure,,Casey,,"Liberty, KY",,,,,,,,,OshKosh B'Gosh,,,,,,,,,,,,,,
,1998-10-30 00:00:00,132,,,,,,"Louisville, KY 40214",,,,,,,,,Gamble Brothers (Burruss Co.),,,,,,,,,,,,,,
,1998-10-08 00:00:00,104,,Closure,,Jefferson,,"224 E. Broadway         Louisville, KY 40202",,,,,,,,,PIMA ,,,,,,,,,,,,,,
,1998-10-02 00:00:00,88,,Closure,,Boyd,,"Ashland, KY",,,,,,,,,Speedway SuperAmerica LLC   (SSA) and Ashland INC,,,,,,,,,,,,,,
,1998-10-02 00:00:00,200 +/-,,Layoff,,Pilaski,,"Somerset, KY 42502",,,,,,,,,Tecumseh Products,,,,,,,,,,,,,,
,,360,,,,Jefferson,,"Louisville, KY 40232",,,,,,,,,Commonwealth General Corp..,,,,,,,,,,,,,,
,1999-12-21 00:00:00,335,,Closure,,Todd,,,,,,,,,,,"Ardco, Inc.",,,,,,,,,,,,,,
,1999-12-08 00:00:00,34,,,,Hardin,,,,,,,,,,,"Collis, Incl.",,,,,,,,,,,,,,
,1999-12-06 00:00:00,,,Relocation,,Montgomery,,,,,,,,,,,ILSCO,,,,,,,,,,,,,,
,1999-12-06 00:00:00,11,,Closure,,Christian,,,,,,,,,,,Phelps Dodge,,,,,,,,,,,200 expected layoff,,,
,1999-11-22 00:00:00,30,,Relocation,,Webster,,,,,,,,,,,"Moen, Hoov-R-Line",,,,,,,,,,,,,,
,1999-11-16 00:00:00,31,,Closure,,Fayette,,,,,,,,,,,Samuels,,,,,,,,,,,C&H purchased Samuels,,,
,1999-11-03 00:00:00,326,,Closure,,Nicholas,,,,,,,,,,,Jockey International Inc.,,,,,,,,,,,,,,
,1999-10-27 00:00:00,430,,Layoff,,Pulaski,,,,,,,,,,,Tecumseh Products Co.,,,,,,,,,,,No layoff. New WARN issued 01/2000.,,,
,1999-10-22 00:00:00,60,,Closure,,Hopkins,,,,,,,,,,,White Swan Meta,,,,,,,,,,,,,,
,1999-10-05 00:00:00,56,,Closure,,Pike,,,,,,,,,,,Pike County Coal Corp.,,,,,,,,,,,10 laid off officially,,,
,1999-10-05 00:00:00,226,,Closure,,Boone,,,,,,,,,,,Levi Strauss & Co.,,,,,,,,,,,,,,
,1999-10-05 00:00:00,203,,Closure,,Nelson,,,,,,,,,,,Bird Vinyl Products - rescinded,,,,,,,,,,,,,,
,1999-09-22 00:00:00,140,,Closure,,Bell,,,,,,,,,,,Ikerd-Bandy Co./CC Coal Co.,,,,,,,,,,,,,,
,1999-09-20 00:00:00,100,,Closure,,Warren,,,,,,,,,,,"Kentucky Apparel, LLP",,,,,,,,,,,,,,
,1999-09-20 00:00:00,227,,Closure,,Jefferson/Boone,,,,,,,,,,,"Hechinger Inv. Company, Inc.",,,,,,,,,,,,,,
,1999-09-03 00:00:00,48,,Relocation,,Jefferson,,,,,,,,,,,IXC Communications,,,,,,,,,,,,,,
,1999-09-03 00:00:00,6,,Layoff,,Breathitt,,,,,,,,,,,"Addington Mining, Inc.",,,,,,,,,,,,,,
,1999-09-03 00:00:00,203,,Closure,,Henderson,,,,,,,,,,,Accuride Corp.,,,,,,,,,,,,,,
,1999-09-03 00:00:00,221,,Closure,,Monroe,,,,,,,,,,,"Kentucky Apparel, LLP",,,,,,,,,,,,,,
,1999-09-03 00:00:00,,,Closure,,Union,,,,,,,,,,,Island Creek Coal Company,,,,,,,,,,,,,,
,1999-08-10 00:00:00,309,,Closure,,Lewis/Boone,,,,,,,,,,,Nine West (Vanceburg and Hebron),,,,,,,,,,,,,,
,1999-08-10 00:00:00,370,,Closure,,Kenton,,,,,,,,,,,CompuCom Systems,,,,,,,,,,,,,,
,1999-07-30 00:00:00,96,,,,Jefferson,,,,,,,,,,,"Kentucky Sportsservice, Inc.",,,,,,,,,,,,,,
,1999-07-30 00:00:00,,,Closure,,,,Lexington/Louisville,,,,,,,,,"Preston Trucking Co., Inc.",,,,,,,,,,,,,,
,1999-07-06 00:00:00,187,,Layoff,,Leslie,,,,,,,,,,,Copeland Mine and Haz4West Mine,,,,,,,,,,,,,,
,1999-06-16 00:00:00,,,Closure,,Daviess,,,,,,,,,,,Field Packing Co.,,,,,,,,,,,,,,
,1999-06-14 00:00:00,129,,Closure,,Jefferson,,,,,,,,,,,Hechinger Co.,,,,,,,,,,,,,,
,1999-05-24 00:00:00,,,Layoff,,Adair/Jefferson,,,,,,,,,,,United Magazine Company,,,,,,,,,,,,,,
,1999-05-24 00:00:00,,,Layoff,,Muhlenberg,,,,,,,,,,,SuperValu,,,,,,,,,,,,,,
,1999-05-24 00:00:00,,,Layoff,,Webster,,,,,,,,,,,"Moen, Inc.",,,,,,,,,,,,,,
,1999-05-17 00:00:00,184,,Closure,,Daviess,,,,,,,,,,,Green River Steel,,,,,,,,,,,,,,
,1999-05-17 00:00:00,200,,Layoff,,Taylor,,,,,,,,,,,Union Underwear Co.,,,,,,,,,,,,,,
,1999-05-12 00:00:00,320,,Closure,,Boone  ,,,,,,,,,,,"Equitable Bag Co., Inc.",,,,,,,,,,,,,,
,1999-04-13 00:00:00,102,,Closure,,Boone/Kenton,,,,,,,,,,,Brake Parts,,,,,,,,,,,,,,
,1999-04-06 00:00:00,212,,Closure,,Taylor,,,,,,,,,,,Batesville Casket Company,,,,,,,,,,,,,,
,1999-03-23 00:00:00,150,,Closure,,Christian,,,,,,,,,,,Genlyte Thomas,,,,,,,,,,,,,,
,1999-03-23 00:00:00,583,,Closure,,Barren,,,,,,,,,,,"TechnoTrim, Inc.",,,,,,,,,,,,,,
,1999-03-08 00:00:00,230,,Closure,,Fayette,,,,,,,,,,,The J. Peterman Company,,,,,,,,,,,,,,
,1999-03-01 00:00:00,170,,Closure,,Jefferson,,,,,,,,,,,"The Apparel Group, Ltd.",,,,,,,,,,,,,,
,1999-03-01 00:00:00,121,,Layoff,,Nelson,,,,,,,,,,,Intertec Systems,,,,,,,,,,,,,,
,1999-02-17 00:00:00,200,,Closure,,Hardin,,,,,,,,,,,Cooper Bussmann,,,,,,,,,,,,,,
,1999-02-17 00:00:00,,,Layoff,,McCraken,,,,,,,,,,,Paducah Gaseous Diffusion Plant,,,,,,,,,,,,,,
,1999-02-09 00:00:00,90,,Closure,,Harrison,,,,,,,,,,,Trinity Fitting & Flange Group,,,,,,,,,,,,,,
,1999-02-04 00:00:00,115,,Layoff,,Jefferson,,"Louisville, KY ",,,,,,,,,Taylor Farms,,,,,,,,,,,,,,
,1999-02-02 00:00:00,142,,Closure,,Monroe,,,,,,,,,,,Kentucky Apparel/Gamaliel,,,,,,,,,,,,,,
,1999-01-20 00:00:00,65,,Closure,,Clark,,,,,,,,,,,Matsushita,,,,,,,,,,,,,,
,1999-01-16 00:00:00,86,,Layoff,,Russell,,,,,,,,,,,Union Underwear/Jamestown,,,,,,,,,,,,,,
,1999-01-01 00:00:00,25,,Closure,,,,"Springfield, KY 40069",,,,,,,,,Armour Rood Ingredients Co.,,,,,,,,,,,,,,
,,61,,Layoff,,Warren,,,,,,,,,,,"Kentucky Apparel, L.L.P.",,,,,,,,,,,,,,
,,79                   10,,Layoff,,Perry,,,,,,,,,,,Mountain Coals Corporation     Star Fire Mine                                  Buckhorn Processing Plant,,,,,,,,,,,,,,
,2000-12-14 00:00:00,63,,Layoff,,Logan,,"P.O. Box 298                                       Lewisburg, KY 42256",,N,,,,,,,"VF Workwear, Inc. (VF Imagewear)",,,,,,,,,,,,,,
,2000-12-14 00:00:00,80,,Layoff,,Jefferson,,"12540 Westport Road                     Louisville, KY 40245",,,,,,,,,Hewlett-Packard (VeriFone),,Greater Louisville,,,,,,,,,,,,
,2000-12-04 00:00:00,114,,Closure,,Jefferson,,"1455 South Seventh Street           Louisville, KY 40208",,Y,,,,,,,The Earthgrains Company,,Greater Louisville,,,,,,,,,,,,
,2000-11-17 00:00:00,90,,Closure,,Laurel ,,"100 Williams Street                         Cincinnati, OH 45215-4683",,Y,,,,,,,Stearns Technical Textiles Co.,,,,,,,,,,,,,,
,2000-11-15 00:00:00,131,,,,Jefferson,,"13400 Eastpoint Ctr. Dr., Ste 150 Louisville, KY 40223",,,,,,,,,Darwin Networks,,Greater Louisville,,,,,,,,,,,,
,2000-11-14 00:00:00,72,,Closure,,Wayne,,"Chryster Bldg., 405 Lexington Ave.                                                    New York, NY 10174",,Y,,,,,,,Parker Chapin LLP (Burruss Co.),,,,,,,,,,,,,,
,2000-11-14 00:00:00,125,,Layoff,,Meade,,"P.O. Box 547                                Brandenburg, KY 40108",,Y,,,,,,,"Arch Chemicals, Inc.",,,,,,,,,,,,,,
,2000-10-09 00:00:00,153,,Closure,,Kenton,,"One American Road                 Cleveland, OH 44144-2398",,N,,,,,,,American Greetings,,,,,,,,,,,,,,
,2000-09-26 00:00:00,75 - 100,,Layoff,,Daviess,,,,,,,,,,,WaxWorks Video Works,,,,,,,,,,,,,,
,2000-09-19 00:00:00,110,,,,Floyd,,,,,,,,,,,Kentucky/West Virginia Gas,,,,,,,,,,,,,,
,2000-09-19 00:00:00,50,,Closure,,Graves,,"State Street, Gate 3                  Ludlow, MA 01056-0789",,N,,,,,,,"United Plastics Group, Inc.",,,,,,,,,,,,,,
,2000-09-12 00:00:00,480,,Layoff,,Boyle,,"1355 Labanon Road                  Danville, KY 40423",,N,,,,,,,Matsushita Home Appliance Co.,,Bluegrass,,,,,,,,,,,,
,2000-09-12 00:00:00,184,,Closure,,Shelby,,"5901 California Avenue          Nashville, TN 37209",,N,,,,,,,AFL Truck & Industrial Group,,,,,,,,,,,,,,
,2000-09-11 00:00:00,200,,,,Perry & Leslie ,,,,,,,,,,,Perry County Coal Corporation,,,,,,,,,,,,,,
,2000-09-01 00:00:00,48,,Closure,,McCracken,,"130 Hillcrest                                Sulphur Springs, TX 75483-0638",,,,,,,,,Grocery Supply Co. of Paducah,,,,,,,,,,,,,,
,2000-08-24 00:00:00,316,,Closure,,Union,,"800 Laidley Tower                     Charleston, WV 25324",,Y,,,,,,,Peabody Coal Company,,,,,,,,,,,,,,
,2000-08-23 00:00:00,230,,Layoff,,Barren,,"1320 West Main Street            Glasgow, KY 42141",,,,,,,,,Dana - Spicer Heavy Axle & Brake,,Barren River,,,,,,,,,,,,
,2000-08-15 00:00:00,191,,Closure,,Nelson,,"1010 Withrow Court                 Bardstown, KY 40004",,Y,,,,,,,Bird Vinyl Products,,Lincoln Trail,,,,,,,,,,,,
,2000-08-08 00:00:00,67,,Closure,,Taylor,,"3100 West Big Beaver Road  Troy, MI 48084-3163",,N,,,,,,,Kmart Corporation,,,,,,,,,,,,,,
,2000-08-08 00:00:00,53,,Closure,,Greenup,,"6735 Southpoint Dr. S. J670   Jacksonville, FL 32216-6177",,Y,,,,,,,CSX Transportation,,,,,,,,,,,,,,
,2000-07-25 00:00:00,50,,Closure,,Christian,,"300 Gilbert Drive          Hopkisville, KY 42241",,Y,,,,,,,Genlyte Thomas,,Western Kentucky,,,,,,,,,,,,
,2000-07-24 00:00:00,59,,Layoff,,Kenton,,"1101 Pacific Avenue   Erlanger, KY 41018",,,,,,,,,APAC Customer Services,,Northern Kentucky,,,,,,,,,,,,
,2000-07-05 00:00:00,141,,Closure,,Jefferson,,"1600 Contrell Rd.                P.O. Box 486                      Little Rock, AR 72203",,N,,,,,,,"Dillard's, Inc.",,Greater Louisville,,,,,,,,,,,,
,2000-06-28 00:00:00,100,,,,Jefferson,,,,,,,,,,,"Circuit City Stores, Inc.",,,,,,,,,,,,,,
,2000-06-01 00:00:00,9,,,,Caldwell,,,,,,,,,,,Fontaine Trailer Company,,,,,,,,,,,,,,
,2000-05-30 00:00:00,,,,,Boyd,,,,,,,,,,,Heckett MultiServ,,,,,,,,,,,,,,
,2000-05-10 00:00:00,271,,,,McCracken,,,,,,,,,,,United States Enrichment Corp.,,,,,,,,,,,,,,
,2000-05-02 00:00:00,27,,,,Fayette,,,,,,,,,,,Clark Material Handling Co.,,,,,,,,,,,,,,
,2000-05-02 00:00:00,70,,,,Boone,,,,,,,,,,,Johns Manville Corp.,,,,,,,,,,,,,,
,2000-04-21 00:00:00,350,,,,Jefferson,,,,,,,,,,,"Crothall Healthcare, Inc.",,,,,,,,,,,,,,
,2000-04-18 00:00:00,,,,,Kenton,,,,,,,,,,,"Gibson Greetings, Inc.",,,,,,,,,,,,,,
,2000-04-07 00:00:00,218,,,,Wolfe,,,,,,,,,,,Celestica Corporation,,,,,,,,,,,,,,
,2000-04-07 00:00:00,169,,,,Daviess,,,,,,,,,,,Green River Steel,,,,,,,,,,,,,,
,2000-04-03 00:00:00,112,,,,Statewide,,,,,,,,,,,"Parsons Telecom, Inc.",,,,,,,,,,,,,,
,2000-04-03 00:00:00,178,,,,Hopkins,,,,,,,,,,,Landstar,,,,,,,,,,,,,,
,2000-03-29 00:00:00,260,,,,Campbell,,,,,,,,,,,"Star-Kist Foods, Inc.",,,,,,,,,,,,,,
,2000-03-14 00:00:00,120,,,,Jefferson,,,,,,,,,,,"Conco, Inc.",,,,,,,,,,,,,,
,2000-03-14 00:00:00,300,,,,Franklin,,,,,,,,,,,Fruit of the Loom,,,,,,,,,,,,,,
,2000-03-07 00:00:00,26,,,,Fayette,,,,,,,,,,,US Airways Lexington,,,,,,,,,,,,,,
,2000-03-07 00:00:00,59,,,,Jefferson,,,,,,,,,,,US Airways Louisville,,,,,,,,,,,,,,
,2000-03-07 00:00:00,59,,,,Marion,,,,,,,,,,,Wallace,,,,,,,,,,,,,,
,2000-02-21 00:00:00,259,,,,Jefferson,,,,,,,,,,,Genicom Corporation,,,,,,,,,,,,,,
,2000-02-21 00:00:00,305,,,,Crittenden,,,,,,,,,,,Tyco Electronics Corporation,,,,,,,,,,,,,,
,2000-02-07 00:00:00,130,,,,Fayette,,,,,,,,,,,Qwik Tool & Manufacturing Co.,,,,,,,,,,,,,,
,2000-02-07 00:00:00,94,,,,Henderson,,,,,,,,,,,"Millstone Coffee, Inc.",,,,,,,,,,,,,,
,2000-02-07 00:00:00,450,,,,McCracken,,,,,,,,,,,United States Enrichment Corp.,,,,,,,,,,,,,,
,2000-02-01 00:00:00,108,,,,Boone,,,,,,,,,,,Clarion Manufacturing Corporation,,,,,,,,,,,,,,
,2000-02-01 00:00:00,63,,,,Christian,,,,,,,,,,,ABTCO,,,,,,,,,,,,,,
,2000-01-25 00:00:00,604,,,,Pulaski,,,,,,,,,,,Tecumseh Products Company,,,,,,,,,,,,,,
,2000-01-07 00:00:00,60,,,,Christian,,,,,,,,,,,"MHI Machine Tool U.S.A., Inc.",,,,,,,,,,,,,,
,2000-01-04 00:00:00,56,,,,Hardin,,,,,,,,,,,CertainTeed Corporation,,,,,,,,,,,,,,
,,260,,,,Jefferson,,,,,,,,,,,Philip Morris,,,,,,,,,,,,,,
,2001-12-27 00:00:00,110 - 145,,Layoff,,Warren,,"445 Plum Springs Loop        Bowling Green, KY 42101",Barren River,N,,"2431, 2434, 3993",,WARN,,,Woodwork Mid-America,,,,,No,N,,,,N,,2002-02-25 00:00:00,,"Architectural woodwork, cabinets, displays"
,2001-12-21 00:00:00,72,,Layoff,,Grayson,,"325 Embry Street                   Leitchfield, KY 42754",Lincoln Trail,Y,,3089,,WARN,,,Inoac Packaging Group,,,,,No,N,,,,N,,2001-10-01 00:00:00,,Plastic Blow Molding
,2001-12-10 00:00:00,150,,,,Allen,,636 Holt Drive          Scottsville Ky 42164-8914,Barren River,,,,,,,,A.O. Smith Electrical Products Co.,,,,,,,,,,,,,,
,2001-12-06 00:00:00,350 - 756,,Layoff,,Allen,,636 Holt Drive          Scottsville Ky 42164-8914,Barren River,N,,3621,,WARN,,,A. O. Smith,,,,,NAFTA,N,,,,N,,2002-02-04 00:00:00,,Air conditioning rotors and stators
,2001-12-06 00:00:00,122,,,,Montgomery,,"One Morgan Place                Mt. Sterling, KY 40353",TENCO,,,,,,,,Donnelly Corporation,,,,,,,,,,,,,,
,2001-12-04 00:00:00,122,,Layoff,,Montgomery,,"1 Morgan Place                      Mt. Sterling, KY ",TENCO,N,,3231,,WARN,,,Donnelly Corporation,,,,,N/A,N,,,,N,,01/03/2002 - 04/15/2002,,Manufacturing - automotive windows
